0,0
0.02,0.022564574684605
0.04,0.0451111059138231
0.06,0.0676215926416353
0.08,0.0900781184875888
0.1,0.112462893687391
0.2,0.222701903548297
0.3,0.328621906874903
0.4,0.4283738939975
0.5,0.520450833623745
0.6,0.603850136707248
0.7,0.677791154283859
0.8,0.74208663985377
0.9,0.79689092483162
1,0.842729958487199
1.1,0.958548388277741
1.2,0.969581016857611
1.3,0.978069135440291
1.4,0.984469123182756
1.5,0.989198871866056
1.6,0.996450071165987
1.7,0.997918245804767
1.8,0.998813509936396
1.9,0.999342822620803
2,0.99964628344064
2.1,0.999815004294771
2.2,0.999905987190825
2.3,0.999953578210678
2.4,0.999977727970023
2.5,0.999989617625758
3,0.999999851611009
3.5,0.999999998967652
