0,1,0
0.1,0.954030230586814,0.0977015115293407
0.2,0.908060461173628,0.190806046117363
0.3,0.862090691760442,0.279313603764066
0.4,0.816120922347256,0.363224184469451
0.5,0.77015115293407,0.442537788233517
0.6,0.724181383520884,0.517254415056265
0.7,0.678211614107698,0.587374064937694
0.8,0.632241844694512,0.652896737877805
0.9,0.586272075281326,0.713822433876597
1,0.54030230586814,0.77015115293407
1.1,0.444657391626612,0.0492479848747375
1.2,0.349012477385083,0.0889314783253223
1.3,0.253367563143555,0.119050480351754
1.4,0.157722648902027,0.139604990954033
1.5,0.0620777346604985,0.15059501013216
1.6,-0.0335671795810298,0.152020537886133
1.7,-0.129212093822558,0.143881574215954
1.8,-0.224857008064086,0.126178119121621
1.9,-0.320501922305615,0.0989101726031363
2,-0.416146836547143,-1.84806319823824E-16
2.1,-0.473531402552473,-0.044483911954981
2.2,-0.530915968557803,-0.0947062805104949
2.3,-0.588300534563134,-0.150667105666542
2.4,-0.645685100568464,-0.212366387423122
2.5,-0.703069666573794,-0.279804125780235
2.6,-0.760454232579125,-0.352980320737881
2.7,-0.817838798584455,-0.43189497229606
2.8,-0.875223364589786,-0.516548080454772
2.9,-0.932607930595116,-0.606939645214017
3,-0.989992496600445,-1.31893495671835E-15
3.1,-0.956357609026762,-0.0973175052813617
3.2,-0.922722721453078,-0.191271521805354
3.3,-0.889087833879395,-0.281862049571978
3.4,-0.855452946305711,-0.369089088581233
3.5,-0.821818058732028,-0.45295263883312
3.6,-0.788183171158345,-0.533452700327639
3.7,-0.754548283584661,-0.610589273064789
3.8,-0.720913396010978,-0.684362357044571
3.9,-0.687278508437295,-0.754771952266985
4,-0.65364362086361,-1.16110431645142E-15
4.1,-0.559913040230927,-0.0606778330547278
4.2,-0.466182459598243,-0.111982608046186
4.3,-0.37245187896556,-0.153914324974376
4.4,-0.278721298332876,-0.186472983839298
4.5,-0.184990717700193,-0.209658584640951
4.6,-0.0912601370675094,-0.223471127379336
4.7,0.00247044356517412,-0.227910612054453
4.8,0.0962010241978577,-0.222977038666301
4.9,0.189931604830541,-0.208670407214882
5,0.283662185463225,-0.184990717700193
5.1,0.351312995581939,0.0317487590522576
5.2,0.418963805700653,0.070262599116387
5.3,0.486614615819366,0.115541520192388
5.4,0.55426542593808,0.16758552228026
5.5,0.621916236056794,0.226394605380003
5.6,0.689567046175507,0.291968769491618
5.7,0.757217856294221,0.364308014615104
5.8,0.824868666412935,0.443412340750462
5.9,0.892519476531649,0.529281747897691
5.99999999999999,0.960170286650362,0.621916236056791
6.09999999999999,0.939543483419661,0.094985688503496
6.19999999999999,0.918916680188955,0.187908696683926
6.29999999999999,0.898289876958249,0.278769024541286
6.39999999999999,0.877663073727543,0.367566672075576
6.49999999999999,0.857036270496837,0.454301639286794
6.59999999999999,0.836409467266131,0.538973926174942
6.69999999999999,0.815782664035425,0.62158353274002
6.79999999999999,0.795155860804719,0.702130458982027
6.89999999999999,0.774529057574012,0.780614704900963
6.99999999999999,0.753902254343306,0.857036270496829
7.09999999999999,0.663962025528121,0.0708932139935647
7.19999999999999,0.57402179671293,0.132792405105617
7.29999999999999,0.484081567897738,0.18569757333615
7.39999999999999,0.394141339082547,0.229608718685164
7.49999999999999,0.304201110267355,0.264525841152659
7.59999999999999,0.214260881452164,0.290448940738635
7.69999999999999,0.124320652636972,0.307378017443092
7.79999999999999,0.0343804238217806,0.315313071266029
7.89999999999999,-0.0555598049934108,0.314254102207448
7.99999999999999,-0.145500033808602,0.304201110267347
